"TEAM NAMES","Series Number","Filename","Name","Description","Gender","attributes","UUID","SHA"
"","243","uju-robo-robo","uju robo robo","An aso-oke business woman at balogun market","Female","hair:black; eyes:black and grey; teeth:missing two front tooth; clothing:grey and mixed color patterned ankara; accessories:ankara beret; expression:astonished; strength:business acumen; weakness:hot tempered","8b98de66-9a2b-4229-b0d9-297b2906f548","e9511f7e7d27eeeabff8377137f72a85451d10f0312fae0dd3f597506a9d75d9"
"","244","yetunde-anifowose","yetunde anifowose","Old money lady who was in UK before UK was UK","Female","hair:brown; eyes:brown; teeth:none; clothing:blue ankara; accessories:tobacco pipe; expression:serious; strength:wealthy; weakness:condescending","5646daa8-2619-46a5-ac93-9a49f862729a","6c9598c97a90d34fb66b2319e58f96e5fded2b40a31bef027a65c340601360c4"
"","245","dumebi-jjc","dumebi jjc","Innocent 100 level girl wey never spoil","Female","hair:orange hair in two side buns; eyes:black; teeth:none; clothing:ankara blouse; accessories:none; expression:innocent; strength:curiousity; weakness:gullible","ed0148f9-491b-44e5-9b3b-07d3e8a48efe","c9ceffff02da221d0e2ae527dd4d08a22c3d1d37076c824c0066092f2c39d35c"
"","246","ukwu-nengi","ukwu nengi","Well endowed woman who will always make heads turn","Female","hair:dark brown; eyes:black and grey; teeth:none; clothing:orange;blue; yellow and black ankara; accessories:none; expression:straight faced; strength:smart; weakness:cunny","32a9fc99-8b86-407d-9d66-2c9aaa8200e8","4a1a32d80a770600780c06102709bb34300f6d05243d6dc432884e579d43df4e"
"","247","nonso-malay","nonso malay","Nonso malay is an enterprising man who made his fortune after he travelled abroad","Male","hair:orange; eyes:squint; teeth:none and moustache; clothing:agbada; accessories:none; expression:mischevious smile; strength:action person; weakness:doesn't trust anyone","573f741e-7dfd-4145-a532-2cbf0194c5bd","54d8f79eda418a540a5246a1eac0bd115b0448f89c61e8cd751a5984612c766b"
"","248","saro-texaco","saro texaco","An oil tycoon who dominates","Male","hair:none; eyes:black; teeth:white; clothing:agbada; accessories:cap; expression:smiling; strength:negotiations; weakness:stingy","ba8a51d0-24d6-43fe-bf56-12eb50f6fc4a","e75d37d89047b9b4258912c443596640593ccac72d0050a8c656e2ff8ef04620"
"","249","akpos-agbero","akpos agbero","A Warri boy always in the mood for violence","Male","hair:none; eyes:black; teeth:rabbit front teeth; clothing:brown polo and blue pinafore; accessories:cap; expression:angry; strength:physically fit; weakness:short-tempered","70875603-9e90-467f-9d44-af15f71b70e9","7e1cd6635cd059220f1d29a3f24cc03f1d2060ef9ac6d28af4b9cde968706169"
"","250","kasali-danfo","kasali danfo","A danfo driver popular for his positive outlook of life","Male","hair:none; eyes:black; teeth:missing two front teeth; clothing:green polo and blue pinafore; accessories:chewing stick and bandana; expression:hopeful; strength:optimistic; weakness:over promises a lot","afaa2a41-1bc0-47bf-acef-d9638d6c5369","09041037f9f19ca559906b83c4241aed0aef6b512e7d93447f9edb3d9a54cb40"
"","251","osaz-benz","osaz benz","Osaz benz is an Edo born car dealer who buys only Mercedes Benz cars for his clients","Male","hair:red; eyes:black; teeth:gold tooth; clothing:white polo and blue pinafore; accessories:none; expression:unamused; strength:technology savy; weakness:reckless","a11e8485-d8dd-4970-b0d3-cde7ab9f53e3","37ee69b118b0552f53267c8c5465bee0cf18d61ca13c656489a7a237e36f46cb"
"","252","kareem-kasanova","kareem kasanova","Abuja big boy who knows he can get any lady he wants","Male","hair:none; eyes:black; teeth:none; clothing:agbada; accessories:bubble gum and cap; expression:charming; strength:chivalry; weakness:unfaithful","9b765dd9-5d2f-4050-9583-4200e4b2d5d4","8de6777c8ba92573bd95d53a54f7303b39b4d849441cde0439f52ab5af7733da"
"","253","mayor-of-uyo","mayor of uyo","Essien is a top Lagos businessman who hails from Uyo","Male","hair:none; eyes:cyan and left side eyed; teeth:none; clothing:chieftancy; accessories:candy bar; expression:; strength:; weakness:loves women a lot","6ae4ca87-8d71-48e5-8098-fc5241a0ba36","c3a13b0df0612052a7e500b5bc995f8de2deaa42722886e570a047d11638e908"
"","254","chinedu-china","chinedu china","An Nnewi blooded spareparts importer and exporter with goods from china","Male","hair:none; eyes:cyan; teeth:none; clothing:tied wrapper; accessories:none; expression:smirking; strength:business acumen; weakness:brags a lot","76a09cf1-b5fd-4bc0-bf61-0c0b9024b264","131de17a85f9716a7df41fbeee8aef48988eb9eb0298cff5caaf088d20111404"
"","255","papa-ekene","papa ekene","The oldest man of the Akwauzu clan","Male","hair:none; eyes:black; teeth:missing two teeth; clothing:ankara native top; accessories:chewing stick; expression:lighthearted; strength:always advising; weakness:talks too much","8b8d34d0-3d41-4170-aa3f-755beae83b00","74e5b85652ee01ce994f928006eb060fdfb40e3ece80a54fa1ef382b2afc4e31"
"","256","ogbeni-rauf","ogbeni rauf","Minister of enjoyment for Freedom state","Male","hair:none; eyes:squint; teeth:gold tooth; clothing:agbada; accessories:cap; expression:grinning; strength:persuasive speaker; weakness:manipulative","048f1180-33be-4a58-881e-22e7f0f96455","d5e56c22cf396cb1a580ed2ca9c16ad7fdc4ab47f505bbd83e6922062ad5d6f1"
"","257","koffi-banku","koffi banku","E be Charlie wey no dey use en stomach play","Male","hair:orange afro hairstyle; eyes:azure and bold; teeth:missing two front teeth; clothing:wearing ankara print with white inner; accessories:none; expression:anticipating; strength:cooks well; weakness:always hungry for food","9699105f-607a-4c0b-81c0-373c6d35f4fe","2aa1043cba5caf785def3d933e2499e188bee8b9b760911c95e0d21e335706b8"
"","258","alhaji-bello","alhaji bello","Rich hausa business mongul controlling half of cow production in Nigeria","Male","hair:none; eyes:squinting; teeth:missing a front tooth; clothing:ankara agbada; accessories:cap; expression:smiling; strength:wealthy; weakness:dishonest","1f0839dd-b4c9-4adb-9328-a2b4ceff999b","e420914f6dd9a6bb28de419d7e298e4aaf683fda330b2be5b00e31cd06bbc0fa"
"","259","toju-mafejopami","toju mafejopami","Toju is a street hustler wey no like stress","Male","hair:none; eyes:closed; teeth:white with one gold tooth; clothing:yellow shirt with a blue jean pinafore; accessories:cap; expression:sleeping; strength:street smart; weakness:nonchalance","3c733806-3fd3-4c49-afd1-97f6a0802485","54f824f9f177a365740da56f353214dc60618837ea7e996082be027d15d8dff2"
"","260","femi-maserati","femi maserati","Rich kid who resides in lekki, known by everybody because he drives a Maserati","Male","hair:none; eyes:black and side-eyed; teeth:white; clothing:green polo and blue pinafore; accessories:bandana; expression:confident; strength:relatable and easily makes friends; weakness:shouts a lot","dc5bb7ae-6280-4038-a0cc-6f7ba98bc5cf","0fe6141d12dac788c6fc1841e2964da105625af93c759cd278011f3171b57275"
"TEAM POWERDRILL","261","paul-the-comedian","paul the comedian","Paul trying hard to make everyone laugh so hard and fall off the chair","Male","hair:black; eyes: glasses; teeth: none; clothing: black and yellow v neck; expression: cool; strength: trustworthiness; weakness: slow","f8112915-64ca-41e5-9ca4-5b60c47d7a01","7c3818d0b5fcc83796376cd95a6b8fd7f86466a0cfbe92578f6572db93cf13f9"
"","262","amina-lagos-housewife","amina lagos housewife","Amina is always showing the rich housewife vibes","Female","hair:red; eyes: blue; teeth: none; clothing: blue and yellow ankara; expression: straight face; strength: fashionista; weakness: exorbitant","5612f542-d85e-4a2c-8661-20553dfd07bf","8363da083c5ff84b5e17ec437f95425ac1fb018b5c82df4f538e7ef9c6497674"
"","263","kiekie-the-asoebibella","kiekie the asoebibella","Kiekie is classfied as the life of the party","Female","hair:purple; eyes: grey; teeth: none; clothing: blue and yellow ankara; expression: smile; strength: helpful ","097014d5-0ef3-46f5-9a9b-5c01f70114b3","1fd5df54f08ca0220715e4bff1583d617d9e842007cad2b8b5078e651109876e"
"","264","kunle-the-hunter","kunle the hunter","Kunle goes for the best and hits all his targets at bull's eye","Male","hair:black; eyes: blue; teeth: none; clothing: one handed yellow ankara; expression: smile; strength: fast; weakness: cannot speak english","b0310fc2-4bed-48e5-abfc-566c964786d7","68630fd10d5ed7e50006126411ea394d28fbc8170156635b97adce7ed9371616"
"","265","amara-the-hairstylist","amara the hairstylist","Amara is truly your one stop shop for all your hair & beauty needs.","Female","hair:purple; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: multitasker; weakness: unfriendly","412345b9-7e04-4102-af7c-5458721ac64d","b139aa6e6abe8f1ba7984b3653769d3a8288075b5096f91d2bf42b3c3ef790ba"
"","266","mary-nail-technician","mary nail technician","Mary makes magic with her press-on nails","Female","hair:red; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hustler; weakness: uncoordinated","17ea9c3b-c90f-4023-84d6-d563c098b030","a96495b2485f1660758e563d0a5d0e02e37a045370eec61f753c3786a7e64c99"
"","267","odogwu-oil-contractor","odogwu oil contractor","From Malaysia to Kaduna, Odogwu's oil is known.","Male","hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; expression: none; strength: hustler; weakness: taking criticism ","b503bbfb-f972-4d4a-9352-e9dfe6671d36","65dfb90fc71cfa193e6c047c4e929e6986366435c2a2ebb63e21108d5b9d3e2f"
"","268","simisola-the-kenteprincess","simisola the kenteprincess","Simisola rocks kente even in swim outfits","Female","hair:brown; eyes: blue; teeth: none; clothing: multicolour yellow kente; expression: smiling; strength: patience; weakness: self-criticism","45843017-b421-4413-8e35-7a6ef073f2b9","233d30a82e4b7830a70a08859d20218732bca28b0d953896988295e110c6574c"
"","269","mariam-beauty-queen","mariam beauty queen","Beauty is a fairy tale where Mariam appears.","Female","hair:orange; eyes: grey; teeth: none; clothing: multicolour yellow kente; expression: straight face; strength: disciplined; weakness: inability to delegate","b7d96d97-84c2-485f-b60e-e4e86c4d3b34","43542dab0e731dceda0bb34a711f19472e6febfd80860ad244de30f8a9fa3434"
"","270","obinna-the-musician","obinna the musician","Obinna might never be an a-list artist","Male","hair:black; eyes: black with glasses; teeth: none; clothing: red v-neck ankara; expression: none; strength: delegation; weakness: lack of experience","afdb0299-327c-46b2-9262-faf90f0fcd12","91e1a8ebd25eb396def3f17924a265e5e4058b2af6db5506f80f6fef70611e1d"
"","271","sandra-the-shybaby","sandra the shybaby","Sandra is too shy at parties","Female","hair:orange; eyes: blue; teeth: none; clothing: yellow off shoulder; expression: none; strength: friendly; weakness: shyness","bfed40a8-74f7-4ada-ae18-975130247efa","ebe7239a954cd751032909b9cc22e67c08c016d70c56c9e431c81f081f75c73c"
"","272","chiamaka-the-dancer","chiamaka the dancer","Chiamaka dances so well and earned the Guinness world record.","Female","hair:black; eyes: grey; teeth: none; clothing: yellow off shoulder; expression: none; strength: creativity; weakness: lack of confidence","43c49497-8d7b-42ef-bb29-769f6c3b0ada","76ebb6b7fbe33d75ff1f3c7066c98ec3a621aa49ddd0fceb3457826f81b3027e"
"","273","mensah-fashion-icon","mensah fashion icon","Mensah outfits are always giving us Christopher Hemsworth vibes.","Male","hair:black; eyes: black with glasses; teeth: none; clothing: gold with kente; expression: none; strength: public speaking; weakness: lack of experience","87ada09b-38ac-475c-8d46-18680c2dc795","880fe6af63886e762849d571eaa0a774f34e03b23c03ec40d8cc1707591a0ea9"
"","274","lucy-the-fumigator","lucy the fumigator","Lucy is nicknamed the pest hilter","Female","hair:red; eyes: blue; teeth: none; clothing: multicolour ankara; expression: none; strength: determination; weakness: self-criticism","c7269d44-aab3-41e7-a54f-18a14f575a6b","5cf0193a073344f54ae3b17d2a550dddf27bb6af90992b1c5a58957bfcaffae8"
"","275","nneka-wedding-planner","nneka wedding planner","Nneka plans the best weddings with great details.","Female","hair:brown braids; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hard worker; weakness:analytical skills","31ac6b7a-e378-4dc3-999d-b9e8d8473f99","8fa3a4d8defa03e88e690768e028424265cbc3f7cbf9c0cdca94a6bb23508404"
"","276","shakira-the-gangster","shakira the gangster","Shakira is the most feared criminal.","Female","hair:brown braids; eyes: grey; teeth: none; clothing: gold and brown; expression: none; strength: intentional; weakness: rash in decisin making","dbdc1351-aa07-46e2-935f-2db071b1b23d","91361e3758d48b616558e76cb46b4ffa1f6b74d56e7dc315fc1d02e735b9c40f"
"","277","lola-afropopping-princess","lola afropopping princess","Lola licks lollipops like an afropop queen","Female","hair:brown afro; eyes: closed; teeth: none; clothing: black ankara; expression: none; strength: great communicator; weakness:writing","2f5cadae-e423-4478-8220-37b3ac144169","8e9b9c1d2e0e58de9de0c5cb4f96c0d3dfbd90c33646efd7d358d42e63802006"
"","278","sharon-walking-dead","sharon walking dead","When tired Sharon walks like the dead","Female","hair:dark brown; eyes: closed; teeth: open teeth; clothing: blue ankara; expression: loud; strength: people skills; weakness:empathy","1fc37341-7dd1-480c-a01b-a63bee0a2230","c608b7bd47a9d3792ec6af6443c5689ca314bfef66c66a19600e4300556f8afb"
"","279","olivia-great-teacher","olivia great teacher","Students enjoys Olivia's classes","Female","hair:dark brown; eyes: closed; teeth: none; clothing: multicolour ankara; expression: none; strength: empathy; weakness: computer literacy ","cfc4419e-bd46-40f6-9654-632ac1138ff1","a8dcba74c42247c5a596f53c8bee9a3c477fa8c5b0f80f1d9a184d15b6c90b5c"
"","280","nicole-sleep-warrior","nicole sleep warrior","Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.","Female","hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; expression: none; strength: leadership; weakness: initiative ","710ae821-4603-4124-bd60-a33b515b3b8d","9ae066418877c9e491b1e622afd3a051637d0cd4835c970bf2d71526c27175eb"
"TEAM HYDRAULICS","281","busola-the-shakara","busola the shakara","She is a fashion icon that loves luxurious items.","Female","hair: brown eyes: shades teeth: closed clothing: yellow and blue ankara accessories: shades expression: passive strength: confident weakness: over-spending","ec4a855a-5ceb-4f1b-bbd7-a995aa45e875","4b6ae967ed4d16e8e6207b0628c3b50461d96f5f2caaa0f0fbabb1ccd36ee7ea"
"","282","bella-the-artist","bella the artist","A lady that host a fashion week show","Female","hair: blond eyes: shades teeth: closed clothing: black and yellow ankara accessories: shades expression: straight-face strength: creativity weakness: perfectionist","48772412-dacb-4984-9e82-8d24fe101265","c254760d43eb16bf289b444f2b51be81ba65898144a4433af4e0883c777bdbd9"
"","283","queen-the-extrovert","queen the extrovert","A woman who enjoys being high all the time","Female","hair: brown eyes: shades teeth: closed clothing: multi-colored ankara accessories: shades; smoking pipe expression: sassy strength: self-assured weakness: conceited","1712532a-20d9-4ccb-8582-bffd76c9fb67","fb286b4bbdca2c1609a14556de3e8d49a800ea48000dafa5398190bc951207e0"
"","284","mary-toxic-lady","mary toxic lady","A lady who's toxic around people","Female","hair: two buns eyes: shades teeth: white clothing: animal prints accessories: shades expression: angry strength: bully weakness: insecurity","bc31af8d-c45d-4797-adfc-596fb22e4e3a","476973bbd4f91e2d61ad621ec07c3b12a6d83f6e21d32173b2f51a67ff74cc9a"
"","285","elizabeth-the-richkid","elizabeth the richkid","A university undergraduate from a rich background","Male","hair: blond eyes: shades teeth: closed clothing: blacktop accessories: shades expression: straight-face strength: wealth weakness: lack of real friends","21fad782-1b6f-4c2d-b157-9fdb9355c876","88cf58a907cceb4714bd54eefdf1f52fd683165f522d0e5a139c51b74648a17e"
"","286","larry-the-westerner","larry the westerner","A Yoruba Man who smokes his pipe in peace","Male","hair: covered eyes: white teeth: closed clothing: purple and yellow agbada accessories: cap; smoking pipe expression: passive strength: likes to be in control weakness: lazy","d4984fa6-dabf-409f-839f-76742ec71500","b95c90992799b9e70071b95fa21bb1fc8207af110d420c44f6e51b7543720247"
"","287","danjuma-the-shocked","danjuma the shocked","A pensioneer who got told his bank is on distress","Male","hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: shyness","0187ca7f-f3b1-42ae-9e17-c46d58617608","1f2b0b1698bf9f46a91ff151ea9a5bc6c5776411e4d3975de371fb3e69d6ba36"
"","288","yomi-the-fashionista","yomi the fashionista","Winner of the Lagos GT Bank fashion week.","Male","hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: lack of wealth","16d256ba-dc4e-4559-ae41-59779f351ad3","d2ea65f7c4402137ee4dd744dfd5e3c7828a8e226908119331e821012f80e76a"
"","289","ibu-the-importer","ibu the importer","A rich igbo trader who imports goods in onitsha market","Male","hair: covered eyes: light blue teeth: white and a gold tooth clothing: isi-agu accessories: cap expression: straight-face strength: wealth weakness: irrational","d3edc876-3f2f-4699-a376-0787bb06c5d5","1ca921e71bfde4b9541c0b4cd04d9dff61e0992428c157f08b5f70f47b71b324"
"","290","massa-the-ghanian","massa the ghanian","A rich Ghanian trader.","Male","hair: covered eyes: closed teeth: white clothing: akan accessories: cap expression: happy strength: wealth weakness: irrational","9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8","b7aa098e3161160c481b844c737891afead83e88bf310f9662a75e4c0b43c11f"
"","291","james-the-musician","james the musician","A yoruba juju artist","Male","hair: brown eyes: closed teeth: white clothing: akan accessories: none expression: happy strength: good voice weakness: womanizer","0d4ad447-3836-47cd-8387-066b200cda01","de17adff1fc177a84f0420268a4d3a4d3d940c4c3df577e58c44449db4ce8b3a"
"","292","gbenga-titled-man","gbenga titled man","A yoruba chief who is also a car dealer","Male","hair: covered eyes: light blue teeth: white with a gold tooth clothing: akan accessories: none expression: emotional strength: friendly weakness: deceitful","dc6c1a39-ec78-44ca-8296-68c6de7b5de4","f39a10bd8b59a317a1413765052b25abce0facd6d460d5bd8e9785c5574ed6ad"
"","293","abaga-the-rapper","abaga the rapper","A flashy millionaire and a music rapper","Male","hair: covered eyes: closed teeth: white clothing: dongri and yellow t-shirt accessories: cap expression: happy strength: wealth weakness: recklessness","c428411c-5a06-4b74-bd17-e53b76f9fc6c","f1a0b1b83d6746867fcf1323118ab75a351e76438fbacb783c72d3532a43bb3e"
"","294","izuchukwu-the-fisherman","izuchukwu the fisherman","A fisherman who knows how to paddle well","Male","hair: covered eyes: closed teeth: white with a gap tooth clothing: green shirt accessories: cap expression: dozzy strength: great body-build weakness: drunkard","15e1caf2-06b3-45d8-9b35-f95965b64e34","282892cd4a8ffdb4a5855c85abc306f6daaa8479f2b5923fb358d8aa8b6027ea"
"","295","mark-the-philanthropist","mark the philanthropist","A London based philantropist.","Male","hair: brown eyes: white teeth: closed clothing: white and blue shirt accessories: none expression: irritated strength: philanthropist weakness: anger issues","b48cbd98-96c2-4ec4-9d17-2c798be5b90f","d8d9090f1e12a9d073b4935501285574cf1ef0a8c2ec834e7574f436c30d4dec"
"","296","desmond-the-politician","desmond the politician","A young politician who just became a minister","Male","hair: covered eyes: grey teeth: closed clothing: yellow and purple agbada accessories: ila expression: smirk strength: team player weakness: deceitful","c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6","22413186ccca11cc5c1e8c108bc52a2d5da2f380deff92fba05159ed8fa3b7d2"
"","297","okoro-the-bachelor","okoro the bachelor","A local palm wine tapper with hopes and dreams","Male","hair: covered eyes: grey teeth: white and a gold tooth clothing: wrapper across one shoulder accessories: cap expression: pretense strength: motivated weakness: poor","e441439d-49a3-41eb-bf9d-3c7f98c268bf","a22370e984f9549052d1e6c5f145abb9a5c4164178c13ac2df35ec7c4d61a690"
"","298","saro-the-clothemaker","saro the clothemaker","The yoruba man that stole the king's wife.","Male","hair: covered eyes: grey teeth: white clothing: red and yellow agbada accessories: cap expression: straight face strength: good-looking weakness: womanizer","7e10af4e-1252-4f96-83a8-78411e152bae","6cdebad4be339bca4b994d995798b667361466a2e06c4d847da626adfd2cf971"
"","299","kalu-the-ichie","kalu the ichie","A man of wealth with afluence spreading all over the east","Male","hair: covered eyes: sky-blue teeth: white clothing: orange plain and pattern shirt accessories: cap expression: happy strength: wealth weakness: pride","482ab247-73a4-4ff8-9172-732f3d0729b8","3c320a6c85f68867cfb98e7352231eab2882f9a5c7fe54824dfb0d48d552956c"
"","300","tamuno-the-prince","tamuno the prince","An Ijaw prince who is also the heir to the throne","Male","hair: covered eyes: sky-blue teeth: closed clothing: akan  accessories: cap expression: straight-face strength: caring weakness: easily deceived","108447d1-f2d5-4816-8ebb-599286c3fabf","bed82154cc54962f5d295eae04ee6c631c71f2e1ba8a1851b53cd336dca77a91"
"TEAM SCALE","301","wendy-the -banker","wendy the  banker","Wendy loves working in the bank, as she gets to meet different people.","Female","hair: dark red   eyes: blue  teeth:none  clothing: blue and yellow ankara   accessories: none  expression: shocked  strength: none   weakness: none ","587645e2-5ace-11ed-9b6a-0242ac120002","42f75314db27eaee15ec5fed6faa7cce17c6643509a7adab2360ac9a05cb48b7"
"","302","uduak-the -dark horse","uduak the dark horse","Uduak looks innocent and has the whole apartment bugged","Female","hair: brown   eyes: blue   teeth:none   clothing: multi-colored ankara  accessories: none  expression: witty  strength: none   weakness: none ","58764862-5ace-11ed-9b6a-0242ac120002","c0e0f7d466f11088d0b79e89560151bc409476469ec4c4f57e1cff6efeb309f6"
"","303","timeyin-the -eccentic","timeyin the eccentic","Timeyin is as eccentric as they come with no care for others opinions","Female","hair: brown   eyes: blue   teeth:none   clothing: multi-colored ankara  accessories: smoking pipe  expression: high  strength: none   weakness: none ","58764a2e-5ace-11ed-9b6a-0242ac120002","942149f31afd64d1f40354b2ab52aeb598664d819c1a41680d71dd42b28f0006"
"","304","omawunmi-the -businesswoman","omawunmi the businesswoman","Omawunmi is a no-nonsense woman with a shop in idumota","Female","hair: pink   eyes: blue   teeth: white teeth   clothing: yellow ankara  accessories: none  expression: angry  strength: none   weakness: none ","58764b78-5ace-11ed-9b6a-0242ac120002","254ab5446002f42130c637a209772debea34b05de7c8543d1ea5eebf3125db0c"
"","305","halima-the-housewife","halima the housewife","Halima loves to bake and cook for her children","Female","hair: brown  eyes: blue   teeth: none   clothing: ankara designed with yellow; red and green  accessories: none  expression: tired   strength: none   weakness: none ","58764d8a-5ace-11ed-9b6a-0242ac120002","f03df3e4c7d7c0ceb190e6a65ffa19612e2e799c8e840fc7049cb8dd55c03b56"
"","306","muna-the -block sister","muna the block sister","Muna loves to tell everyone in the block about her younger escapades","Female","hair: black  eyes: blue   teeth: none  clothing: wolf-skin ankara  accessories: headgear  expression: shocked  strength: none   weakness: none ","58764ea2-5ace-11ed-9b6a-0242ac120002","5719c941fb975f38cc05d7130940c1737b8f382ec1e5e372204d408b2720a34c"
"","307","stella-the -gossip","stella the gossip","Nobody gossips on the block like stella when smoking.","Female","hair: red  eyes: covered eyes  teeth: none  clothing: black ankara with bright design   accessories: none  expression: calm  strength: none   weakness: none ","58764fd8-5ace-11ed-9b6a-0242ac120002","75b25bec77693b120435184deb2eb7270bd6380c755dca500c027dd41c1d4e12"
"","308","agbani-the-wannabe","agbani the wannabe","Agbani loves to shop antique ndecorations for her mansion in idi-iroko","Female","hair: purple hair  eyes: covered eyes   teeth: none   clothing: blue one-armed dress   accessories: none  expression: happy  strength: none   weakness: none ","5876542e-5ace-11ed-9b6a-0242ac120002","be9f01939f279f7feed8dd958a6fa2b36d1ba83d763f4a60ea29726961743e2a"
"","309","asante-the -warrior","asante the warrior","Asante came from along line of warriors in Ghana","Female","hair: pink braids  eyes: covered eyes   teeth: none  clothing: one-armed brightly colored dress  accessories: none  expression: calm   strength: none   weakness: none ","58765578-5ace-11ed-9b6a-0242ac120002","71094e6322971673d9d9526bb46622f9e7b179598f1ee2c3e7c9e8c84abc8ace"
"","310","hilda-the -insomaniac","hilda the insomaniac","Hilda prefers to sleep during the day","Female","hair: pink   eyes: covered eyes   teeth: none   clothing: multi colored ankara   accessories: none  expression:calm   strength: none   weakness: none ","5876569a-5ace-11ed-9b6a-0242ac120002","fdcf7618520af3eca45fc6e78974479efa21e7c19de6f94754451309a8b07dda"
"","311","sisi yemi-the -street aunty","sisi yemi the street aunty","Sisi Yemi is everyone's favourite street aunty.","Female","hair: dark brown   eyes: brown eyes  teeth: none   clothing: blue and yellow ankara  accessories: none  expression: shocked   strength: none   weakness: none ","587657a8-5ace-11ed-9b6a-0242ac120002","20d88e1f7099af70019000e8e0d7b2fad24c1d6f5f1a44ed290e9e915ce877bd"
"","312","chiamaka-the -bully","chiamaka the bully","Chiamaka hates people in her business and likes to scare the kids on the block","Female","hair: pink  eyes: brown  teeth: none  clothing: multi-colored ankara  accessories: smoking pipe  expression: strong  strength: none   weakness: none ","587658ca-5ace-11ed-9b6a-0242ac120002","a169063f0bc691c54e443e808a9dfa0ac9e4462dd960f2f08979eadd06649b40"
"","313","gift-the-fashionista","gift the fashionista","Gift has always been bold and that spreads to her fashion sense too.","Female","hair: brown   eyes: brown   teeth :none   clothing: multi-colored ankara  accessories: none  expression: witty  strength: none   weakness: none ","58765adc-5ace-11ed-9b6a-0242ac120002","377bc352c4fe26f76b7b077037f70f8718fcedbd5118c000641a3817decfe2f2"
"","314","omoyene-the-weirdo","omoyene the weirdo","Omoyene likes to murmur to herself and talks about seeing ghosts","Female","hair: brown  eyes: brown  teeth: none  clothing: yellow ankara  accessories: none  expression: calm  strength: none  weakness: none ","58765bea-5ace-11ed-9b6a-0242ac120002","8d8b3936e90deaf546c1fef925d4526fbf3a7460c9e9290807a32bc6514587e7"
"","315","maria-the -freshface","maria the freshface","Maria likes to believe the world is sunshine and rainbows while blowing gum","Female","hair: pink  eyes: brown eyes  teeth: white teeth  clothing:yellow; greem and red ankara   accessories: none  expression: furious   strength: none   weakness: none ","58765d02-5ace-11ed-9b6a-0242ac120002","6899ea39b10ee521d7dcd1f82c9e544571a25d95deb28deb70c9dad722a67440"
"","316","monica-the -smoker","monica the smoker","Monica is never found without a pipe and loves to interject in every conversation","Female","hair: grey   eyes: covered eyes  teeth: none  clothing: black ankara with bright designs  accessories: yellow glasses  expression: hip   strength: none   weakness: none ","58765e24-5ace-11ed-9b6a-0242ac120002","380d71e0b07d097c394c38d076b3e467992982cd97a22564bebefa824cbb0bff"
"","317","janet -is always -found singing ","janet the singer","Janet is always found singing in whatever activity she’s doing","Female","hair: purple   eyes: covered eyes  teeth: none  clothing: yellow and blue ankara  accessories: yellow glasses  expression: cool  strength: none   weakness: none ","cef902bc-5afc-11ed-9b6a-0242ac120002","628cd29eb228cf39cee48e0799f3203d0f0b4d49bc3acf36af1225af1a47ea58"
"","318","emi-the-reggae-girl","emi the reggae girl","EMi is a beautiful dancer","Female","hair:pink braids   eyes: covered eyes   teeth: none  clothing: multicolored ankara  accessories: yellow glasses  expression: happy  strength: none   weakness: none ","cef9060e-5afc-11ed-9b6a-0242ac120002","a21176cd52179fd5b43a32a103a4159927d2154481c0d1c253d8717174f3f9d4"
"","319","aisha-love-the-life-of-the-party","aisha love the life of the party","Aisha always party during the weekend","Female","hair: red   eyes: covered eyes  teeth: none  clothing: wolf-skin ankara  accessories: yellow glasses  expression: hip  strength: none   weakness: none ","cef907a8-5afc-11ed-9b6a-0242ac120002","170358cf44cc0a4172b7381b1a30c4a88b8cce87d11014e1a89634f6881dc841"
"","320","amaka-the-tailor","amaka the tailor","She sews the most beautiful dress in the hood","Female","hair:grey  eyes: covered eyes   teeth: none  clothing: black dress  accessories: yellow glasses  expression: happy  strength: none   weakness: none ","cef9091a-5afc-11ed-9b6a-0242ac120002","40972e940817e5aa99390f8edfefef261c44dc3d2c4ccb99852d0e841fe736a7"
"TEAM SANDPAPER","321","omunyinyi-the-stoic","omunyinyi the stoic","omunyinyi wears a Kitenge coat","Male","hair: bald eyes: tearyteeth: noneskin: brownskinclothing: checked ankara accessories: none expression: teary strength: powerful weakness: self-loathing","c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab","83e4aa534b4811b4646d46caa92bc7acab554bd7a2cbfaa8837fa493a03ad18f"
